Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"562.45845","Escherichia coli strain 103",,562,"Complete","103",,,,"MLST.Escherichia_coli_1.405,MLST.Escherichia_coli_2.477",,,,"2019-04-02T00:00:00Z",,"PRJNA278886","SAMN04096281","GCA_004564175.1",,"CP020495,CP020496,CP020497",,"Brigham & Women's Hospital",,"PacBio","299.66x","HGAP v. 3",1,2,3,5330963,50.6359,5555,5457,,"urine",,"2015","USA","USA:Boston",,,,,,"Human, Homo sapiens","male","81",,,,"host_subject_id:Ecoli-15","Susceptible;Resistant","AMR Panel",,,,,,,,,,,"The goal of this project is to identify carbapenemases and other beta-lactamases in clinical isolates with WGS and assess their mobilization potential . The results can support national surveillance of clinically identified pathogens and provide invaluable information to infection control in hospital.","collected_by:Xiaomin Zhao",99.8,98.7,,,,"Good","2019-07-14T16:18:50.091Z","2019-07-14T16:18:50.091Z"
"562.45973","Escherichia coli strain 28Eco12",,562,"Complete","28Eco12",,,,"MLST.Escherichia_coli_2.8,MLST.Escherichia_coli_1.38",,,,"2019-04-09T00:00:00Z",,"PRJNA451184","SAMN08963308","GCA_004759025.1",,"CP038505,CP038506",,"Universidad El Bosque",,"PacBio","266.0x","HGAP v. 2.3.0",1,1,2,5435394,50.512897,5559,5270,,"urine",,"05-Sep-2013",,"Colombia",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,,,,,,,,,,,,,"Carbapenem resistant clinical isolate","collected_by:Bacterial Molecular Genetics Laboratory",99.9,98.5,,,,"Good","2019-07-14T17:14:27.147Z","2019-07-14T17:14:27.147Z"
"562.46196","Escherichia coli strain 377323_2f strain not applicable",,562,"Complete","not applicable",,,,"MLST.Escherichia_coli_2.586,MLST.Escherichia_coli_1.583",,,,"2019-04-23T00:00:00Z",,"PRJNA315192","SAMN11266496","GCA_004804185.1",,"CP039404,CP039405",,"Health Protection Agency",,"Oxford Nanopore MiniION","162.59x","Unicycler v. 0.4.2",1,1,2,4990487,50.661808,5210,4931,,"feces",,"2017",,,,,,,,"Human, Homo sapiens",,,"Haemolytic Uremic Syndrome",,,,,,,,,,,,,,,,"Routine surveillance of E. coli &amp; Shigella by Public Health England","collected_by:Gastrointestinal Bacteria Reference Unit, Public Health England",99.8,99,,,,"Good","2019-07-14T18:48:05.979Z","2019-07-14T18:48:05.979Z"
"562.46197","Escherichia coli strain 382634_2f strain not applicable",,562,"Complete","not applicable",,,,"MLST.Escherichia_coli_2.586,MLST.Escherichia_coli_1.122",,,,"2019-04-23T00:00:00Z",,"PRJNA315192","SAMN11266257","GCA_004804205.1",,"CP039403",,"Health Protection Agency",,"Oxford Nanopore MiniION","372.24x","Unicycler v. 0.4.2",1,,1,4702395,50.731106,4717,4535,,"feces",,"2017",,,,,,,,"Human, Homo sapiens",,,"Gastroenteritis",,,,,,,,,,,,,,,,"Routine surveillance of E. coli &amp; Shigella by Public Health England","collected_by:Gastrointestinal Bacteria Reference Unit, Public Health England",99.8,98.7,,,,"Good","2019-07-14T18:50:20.007Z","2019-07-14T18:50:20.007Z"
"562.46711","Escherichia coli strain EC-129",,562,"Complete","EC-129",,,,"MLST.Escherichia_coli_2.2,MLST.Escherichia_coli_1.167",,,,"2019-05-06T00:00:00Z",,"PRJNA529762","SAMN11283108","GCA_005156265.1",,"CP038453,CP038454,CP038455,CP038456,CP038457,CP038458,CP038459",,"Tokyo Medical and Dental University Medical Hospital",,"Illumina MiSeq; GridION","218.0x","De Bruijn Graph v. 1",1,6,7,5319169,50.8076,5481,5167,,,,"Aug-2018","Japan","Japan: Tokyo",,,,,,"Homosapiens",,,,,,,,,,,,,,,,,,,"Genomic characterisation of NDM-5 and MCR-1 co-producing E. coli clinical strain EC-129 from Tokyo, Japan","sample_type:Sputum",99.6,98.4,,,,"Good","2019-07-14T22:37:41.276Z","2019-07-14T22:37:41.276Z"
"562.48251","Escherichia coli strain MS14387",,562,"Complete","MS14387",,,,"MLST.Escherichia_coli_1.69,MLST.Escherichia_coli_2.3",,"102.100.100.25769",,"2019-01-10T00:00:00Z",,"PRJEB29930","SAMEA5128445","GCA_900622685.1",,"LR130564,LR130565,LR130566",,"Bioplatforms Australia",,,,,1,2,3,5232331,50.759193,5157,,,"blood",,"2009-09-03",,"Australia",,,,,,"Human, Homo sapiens",,,,,,"host_health_state:diseased",,,,,,,,,,,,,"The Antibiotic Resistant Sepsis Pathogens Framework Initiative aims to develop a framework dataset of 5 sepsis pathogens (5 strains each) using an integrated application of genomic, transcriptomic, metabolomic and proteomic technologies.The pathogens included in this initiative are: Escherichia coli, Klebsiella pneumoniae complex, Staphylococcus aureus, Streptococcus pyogenes, and Streptococcus pneumoniae. The following project contains the complete genomes and sequence data for Escherichia coli.",,99.6,98.7,,,,"Good","2019-07-15T09:46:57.543Z","2019-07-15T09:46:57.543Z"
"562.50212","Escherichia coli strain Combat2C1",,562,"Complete","Combat2C1",,,,"MLST.Escherichia_coli_2.32,MLST.Escherichia_coli_1.127",,,,"2018-02-05T00:00:00Z",,"PRJNA361032","SAMN06219546","GCA_002951675.1",,"CP019243,CP019244",,"The University of Hong Kong",,"PacBio","215.0x","HGAP v. NOV-2016",1,1,2,5273479,50.478878,5500,5356,,"urine",,"Jul-2004",,"Hong Kong",,,,,,"Human, Homo sapiens",,,"Urinary infection",,,,,,,,,,,,,,,,"oqxAB positive Escherichia coli Genome sequencing and assembly","collected_by:Ho Pak-Leung",99.9,98.6,,,,"Good","2019-09-29T18:44:00.879Z","2019-09-29T18:44:00.879Z"
"562.50213","Escherichia coli strain Combat13F7",,562,"Complete","Combat13F7",,,,"MLST.Escherichia_coli_1.3902",,,,"2018-02-05T00:00:00Z",,"PRJNA361032","SAMN06219547","GCA_002951695.1",,"CP019245,CP019246,CP019247,CP019248,CP019249",,"The University of Hong Kong",,"PacBio","234.0x","HGAP v. NOV-2016",1,4,5,5085448,50.685287,5319,5215,,"urine",,"Oct-2004",,"Hong Kong",,,,,,"Human, Homo sapiens",,,"Urinary infection",,,,,,,,,,,,,,,,"oqxAB positive Escherichia coli Genome sequencing and assembly","collected_by:Ho Pak-Leung",99.6,98.4,,,,"Good","2019-09-29T18:44:26.552Z","2019-09-29T18:44:26.552Z"
"562.50214","Escherichia coli strain 13KWH46",,562,"Complete","13KWH46",,,,"MLST.Escherichia_coli_1.602",,,,"2018-02-05T00:00:00Z",,"PRJNA361032","SAMN06219548","GCA_002951715.1",,"CP019250,CP019251,CP019252,CP019253,CP019254,CP019255",,"The University of Hong Kong",,"PacBio","236.0x","HGAP v. NOV-2016",1,5,6,5386699,50.65124,5782,5618,,"urine",,"May-2013",,"Hong Kong",,,,,,"Human, Homo sapiens",,,"Urinary infection",,,,,,,,,,,,,,,,"oqxAB positive Escherichia coli Genome sequencing and assembly","collected_by:Ho Pak-Leung",99.6,97.9,,,,"Good","2019-09-29T18:44:54.416Z","2019-09-29T18:44:54.416Z"
"562.50217","Escherichia coli strain 13TMH22",,562,"Complete","13TMH22",,,,"MLST.Escherichia_coli_1.453,MLST.Escherichia_coli_2.86",,,,"2018-02-05T00:00:00Z",,"PRJNA361032","SAMN06219549","GCA_002951755.1",,"CP019256,CP019257,CP019258",,"The University of Hong Kong",,"PacBio","175.0x","HGAP v. NOV-2016",1,2,3,4901615,50.783016,5150,5100,,"urine",,"May-2013",,"Hong Kong",,,,,,"Human, Homo sapiens",,,"Urinary infection",,,,,,,,,,,,,,,,"oqxAB positive Escherichia coli Genome sequencing and assembly","collected_by:Ho Pak-Leung",99.6,98.3,,,,"Good","2019-09-29T18:44:31.085Z","2019-09-29T18:44:31.085Z"
"562.50219","Escherichia coli strain Combat11I9",,562,"Complete","Combat11I9",,,,"MLST.Escherichia_coli_1.2847",,,,"2018-02-02T00:00:00Z",,"PRJNA361032","SAMN07187744","GCA_002952095.1",,"CP021726,CP021727,CP021728,CP021729,CP021730",,"The University of Hong Kong",,"PacBio","203.0x","HGAP v. Feb-2015",1,4,5,5592499,50.405926,5828,5658,,"urine",,"Oct-2004",,"Hong Kong",,,,,,"Human, Homo sapiens",,,"Urinary infection",,,,,,,,,,,,,,,,"oqxAB positive Escherichia coli Genome sequencing and assembly","collected_by:Dr. HO Pak-Leung",99.6,98.2,,,,"Good","2019-09-29T18:47:46.085Z","2019-09-29T18:47:46.085Z"
"562.50221","Escherichia coli strain ZJ3920",,562,"Complete","ZJ3920",,,,"MLST.Escherichia_coli_1.95",,,,"2018-05-01T00:00:00Z",,"PRJNA380845","SAMN06649969","GCA_003076395.1",,"CP020545,CP020546,CP020547,CP020548",,"China Agricultural University",,"PacBio","70.0x","HGAP v. 3.0",1,3,4,5342679,50.475952,5666,5510,,"bile",,"2015","China","China: Hangzhou",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"mcr-1-carrying E. coli sequenced by Pacbio RSII","collected_by:The Second Affiliated Hospital of Zhejiang University",99.8,98.7,,,,"Good","2019-09-29T18:50:31.419Z","2019-09-29T18:50:31.419Z"
"562.50407","Escherichia coli strain FC853_EC",,562,"Complete","FC853_EC",,,,,,,,"2019-06-17T00:00:00Z",,"PRJNA547676","SAMN11974795","GCA_006351885.1",,"CP040919,CP040920,CP040921,CP040922,CP040923",,"Christian Medical College",,"IonTorrent; MinION","21.0x","Canu v. 1.7; Unicycler hybrid v. 0.4.6",1,4,5,5545145,50.418682,5818,5439,,"feces",,"2017","India","India: Vellore",,,,,,"Human, Homo sapiens",,,"Gastroenteritis",,,,,,,,,,,,,,,,"Azithromycin resistant E. coli isolated from human stool specimen","collected_by:Christian Medical College",99.6,97,,,,"Good","2019-09-30T01:27:17.922Z","2019-09-30T01:27:17.922Z"
"562.50492","Escherichia coli strain MSHS 472",,562,"Complete","MSHS 472","O82:NM",,"UPEC","MLST.Escherichia_coli_2.88",,,,"2019-07-09T00:00:00Z",,"PRJNA551565","SAMN12158201","GCA_006777065.1",,"CP041302,CP041301",,"McGill University",,"PacBio","138.0x","HGAP v. May-2015; Celera Assembler v.",1,1,2,4932910,50.60437,5015,4727,,"urine from healthy adult with cystitis",,"16-Mar-2006","Canada","Canada: Montreal",,,,,,"Human, Homo sapiens",,,"cystitis",,,"host_health_state:Healthy with symptomatic cystitis",,,,,,,,,,,,,"This strain was sequenced as part of a study that investigated the activity of the outer membrane protease OmpT among uropathogenic Escherichia coli clinical isolates.","collected_by:Student health services McGill University",99.6,98.4,,,,"Good","2019-09-30T16:44:41.305Z","2019-09-30T16:44:41.305Z"
"562.50493","Escherichia coli strain MSHS 133",,562,"Complete","MSHS 133","O24:NM",,,"MLST.Escherichia_coli_2.48",,,,"2019-07-09T00:00:00Z",,"PRJNA551566","SAMN12158203","GCA_006777085.1",,"CP041304,CP041303",,"McGill University",,"PacBio","138.0x","Celera Assembler v. May-2015; HGAP v.",1,1,2,5103743,50.712605,5223,4970,,"urine from healthy adult with cystitis",,"11-Oct-2005","Canada","Canada: Montreal",,,,,,"Human, Homo sapiens",,,"cystitis",,,"host_health_state:Healthy with symptomatic cystitis",,,,,,,,,,,,,"This strain was sequenced as part of a study that investigated the activity of the outer membrane protease OmpT among uropathogenic Escherichia coli clinical isolates.","collected_by:Student health services McGill University",100,98.8,,,,"Good","2019-09-30T16:44:56.403Z","2019-09-30T16:44:56.403Z"
"562.50508","Escherichia coli strain 69",,562,"Complete","69",,,,"MLST.Escherichia_coli_1.69,MLST.Escherichia_coli_2.3",,,,"2019-07-18T00:00:00Z",,"PRJNA551684","SAMN12163104","GCA_007107705.1",,"CP041522,CP041523,CP041524,CP041525",,"Duke University",,"PacBio Sequel","74x","HGAP v. 4",1,3,4,5417941,50.725555,5589,5311,,"blood",,"2014",,"USA",,,,,,"Human, Homo sapiens",,,"Bloodstream infection",,,,,,,,,,,,,,,,"Plasmids are key vehicles of horizontal gene transfer (HGT), mobilizing antibiotic resistance, virulence, and other traits among bacterial populations. The environmental and genetic forces that drive plasmid transfer (i.e. conjugation) are poorly understood, however, due to the lack of definitive quantification coupled with genomic analysis. Here, we integrate conjugative phenotype with plasmid genotype to provide large scale, quantitative analysis of HGT in widespread and multidrug resistant E. coli pathogens of pressing clinical concern. We find a substantial proportion of clinical E. coli pathogens (≥25%) able to readily spread resistance to the most common classes of antibiotics. Antibiotics of varied mechanism of action had less than a 5-fold effect on conjugation efficiency in general, with one exception displaying 31-fold promotion upon exposure to macrolides and chloramphenicol. In contrast, genome sequencing reveals plasmid incompatibility group strongly correlates (F(6, 53) = 111.6, p < 0.0001, ANOVA) with transfer efficiency that varies over 5 orders of magnitude. Our findings offer new insights into the determinants of plasmid mobility and have implications for the development of treatments that target HGT.","collected_by:Vance G. Fowler Jr.",99.9,98.7,,,,"Good","2019-09-30T21:54:02.068Z","2019-09-30T21:54:02.068Z"
"562.50509","Escherichia coli strain 95",,562,"Complete","95",,,,"MLST.Escherichia_coli_2.1,MLST.Escherichia_coli_1.95",,,,"2019-07-18T00:00:00Z",,"PRJNA551684","SAMN12163102","GCA_007107905.1",,"CP041526,CP041527,CP041528",,"Duke University",,"PacBio Sequel","126x","HGAP v. 4",1,2,3,5066291,50.76236,5205,4939,,"blood",,"2013",,"USA",,,,,,"Human, Homo sapiens",,,"Bloodstream infection",,,,,,,,,,,,,,,,"Plasmids are key vehicles of horizontal gene transfer (HGT), mobilizing antibiotic resistance, virulence, and other traits among bacterial populations. The environmental and genetic forces that drive plasmid transfer (i.e. conjugation) are poorly understood, however, due to the lack of definitive quantification coupled with genomic analysis. Here, we integrate conjugative phenotype with plasmid genotype to provide large scale, quantitative analysis of HGT in widespread and multidrug resistant E. coli pathogens of pressing clinical concern. We find a substantial proportion of clinical E. coli pathogens (≥25%) able to readily spread resistance to the most common classes of antibiotics. Antibiotics of varied mechanism of action had less than a 5-fold effect on conjugation efficiency in general, with one exception displaying 31-fold promotion upon exposure to macrolides and chloramphenicol. In contrast, genome sequencing reveals plasmid incompatibility group strongly correlates (F(6, 53) = 111.6, p < 0.0001, ANOVA) with transfer efficiency that varies over 5 orders of magnitude. Our findings offer new insights into the determinants of plasmid mobility and have implications for the development of treatments that target HGT.","collected_by:Vance G. Fowler Jr.",99.8,98.7,,,,"Good","2019-09-30T21:53:36.222Z","2019-09-30T21:53:36.222Z"
"562.50510","Escherichia coli strain 131",,562,"Complete","131",,,,"MLST.Escherichia_coli_2.43,MLST.Escherichia_coli_1.131",,,,"2019-07-18T00:00:00Z",,"PRJNA551684","SAMN12163101","GCA_007108085.1",,"CP041529,CP041530,CP041531",,"Duke University",,"PacBio Sequel","50x","HGAP v. 4",1,2,3,5214119,50.821697,5399,5125,,"blood",,"2012",,"USA",,,,,,"Human, Homo sapiens",,,"Bloodstream infection",,,,,,,,,,,,,,,,"Plasmids are key vehicles of horizontal gene transfer (HGT), mobilizing antibiotic resistance, virulence, and other traits among bacterial populations. The environmental and genetic forces that drive plasmid transfer (i.e. conjugation) are poorly understood, however, due to the lack of definitive quantification coupled with genomic analysis. Here, we integrate conjugative phenotype with plasmid genotype to provide large scale, quantitative analysis of HGT in widespread and multidrug resistant E. coli pathogens of pressing clinical concern. We find a substantial proportion of clinical E. coli pathogens (≥25%) able to readily spread resistance to the most common classes of antibiotics. Antibiotics of varied mechanism of action had less than a 5-fold effect on conjugation efficiency in general, with one exception displaying 31-fold promotion upon exposure to macrolides and chloramphenicol. In contrast, genome sequencing reveals plasmid incompatibility group strongly correlates (F(6, 53) = 111.6, p < 0.0001, ANOVA) with transfer efficiency that varies over 5 orders of magnitude. Our findings offer new insights into the determinants of plasmid mobility and have implications for the development of treatments that target HGT.","collected_by:Vance G. Fowler Jr.",99.9,98.4,,,,"Good","2019-09-30T21:54:36.355Z","2019-09-30T21:54:36.355Z"
"562.50511","Escherichia coli strain 963",,562,"Complete","963",,,,"MLST.Escherichia_coli_1.963",,,,"2019-07-18T00:00:00Z",,"PRJNA551684","SAMN12163100","GCA_007108305.1",,"CP041532,CP041533,CP041534",,"Duke University",,"PacBio Sequel","100x","HGAP v. 4",1,2,3,5253812,50.697525,5296,5013,,"blood",,"2012",,"USA",,,,,,"Human, Homo sapiens",,,"Bloodstream infection",,,,,,,,,,,,,,,,"Plasmids are key vehicles of horizontal gene transfer (HGT), mobilizing antibiotic resistance, virulence, and other traits among bacterial populations. The environmental and genetic forces that drive plasmid transfer (i.e. conjugation) are poorly understood, however, due to the lack of definitive quantification coupled with genomic analysis. Here, we integrate conjugative phenotype with plasmid genotype to provide large scale, quantitative analysis of HGT in widespread and multidrug resistant E. coli pathogens of pressing clinical concern. We find a substantial proportion of clinical E. coli pathogens (≥25%) able to readily spread resistance to the most common classes of antibiotics. Antibiotics of varied mechanism of action had less than a 5-fold effect on conjugation efficiency in general, with one exception displaying 31-fold promotion upon exposure to macrolides and chloramphenicol. In contrast, genome sequencing reveals plasmid incompatibility group strongly correlates (F(6, 53) = 111.6, p < 0.0001, ANOVA) with transfer efficiency that varies over 5 orders of magnitude. Our findings offer new insights into the determinants of plasmid mobility and have implications for the development of treatments that target HGT.","collected_by:Vance G. Fowler Jr.",99.7,98.5,,,,"Good","2019-09-30T21:54:44.193Z","2019-09-30T21:54:44.193Z"
"562.50512","Escherichia coli strain 95",,562,"Complete","95",,,,"MLST.Escherichia_coli_2.1,MLST.Escherichia_coli_1.95",,,,"2019-07-18T00:00:00Z",,"PRJNA551684","SAMN12163098","GCA_007108505.1",,"CP041535,CP041536,CP041537",,"Duke University",,"PacBio Sequel","151x","HGAP v. 4",1,2,3,5279974,50.63761,5478,5213,,"blood",,"2010",,"USA",,,,,,"Human, Homo sapiens",,,"Bloodstream infection",,,,,,,,,,,,,,,,"Plasmids are key vehicles of horizontal gene transfer (HGT), mobilizing antibiotic resistance, virulence, and other traits among bacterial populations. The environmental and genetic forces that drive plasmid transfer (i.e. conjugation) are poorly understood, however, due to the lack of definitive quantification coupled with genomic analysis. Here, we integrate conjugative phenotype with plasmid genotype to provide large scale, quantitative analysis of HGT in widespread and multidrug resistant E. coli pathogens of pressing clinical concern. We find a substantial proportion of clinical E. coli pathogens (≥25%) able to readily spread resistance to the most common classes of antibiotics. Antibiotics of varied mechanism of action had less than a 5-fold effect on conjugation efficiency in general, with one exception displaying 31-fold promotion upon exposure to macrolides and chloramphenicol. In contrast, genome sequencing reveals plasmid incompatibility group strongly correlates (F(6, 53) = 111.6, p < 0.0001, ANOVA) with transfer efficiency that varies over 5 orders of magnitude. Our findings offer new insights into the determinants of plasmid mobility and have implications for the development of treatments that target HGT.","collected_by:Vance G. Fowler Jr.",99.6,98.7,,,,"Good","2019-09-30T21:55:14.311Z","2019-09-30T21:55:14.311Z"
"562.50513","Escherichia coli strain 73",,562,"Complete","73",,,,,,,,"2019-07-18T00:00:00Z",,"PRJNA551684","SAMN12163097","GCA_007108685.1",,"CP041538,CP041539,CP041540",,"Duke University",,"PacBio Sequel","62x","HGAP v. 4",1,2,3,5408216,50.42573,5679,5316,,"blood",,"2008",,"USA",,,,,,"Human, Homo sapiens",,,"Bloodstream infection",,,,,,,,,,,,,,,,"Plasmids are key vehicles of horizontal gene transfer (HGT), mobilizing antibiotic resistance, virulence, and other traits among bacterial populations. The environmental and genetic forces that drive plasmid transfer (i.e. conjugation) are poorly understood, however, due to the lack of definitive quantification coupled with genomic analysis. Here, we integrate conjugative phenotype with plasmid genotype to provide large scale, quantitative analysis of HGT in widespread and multidrug resistant E. coli pathogens of pressing clinical concern. We find a substantial proportion of clinical E. coli pathogens (≥25%) able to readily spread resistance to the most common classes of antibiotics. Antibiotics of varied mechanism of action had less than a 5-fold effect on conjugation efficiency in general, with one exception displaying 31-fold promotion upon exposure to macrolides and chloramphenicol. In contrast, genome sequencing reveals plasmid incompatibility group strongly correlates (F(6, 53) = 111.6, p < 0.0001, ANOVA) with transfer efficiency that varies over 5 orders of magnitude. Our findings offer new insights into the determinants of plasmid mobility and have implications for the development of treatments that target HGT.","collected_by:Vance G. Fowler Jr.",99.9,98.2,,,,"Good","2019-09-30T21:55:44.339Z","2019-09-30T21:55:44.339Z"
